"","x"
"int.f0",0.389148330085172
"int.r1",-0.765896429187786
"int.r2",-1.60881716756313
"int.r3",-2.77441624991229
"incorp.deep.r3",-1.33077587465507
"incorp.shallow.r3",-0.575027977391065
"incorp.deep.f4",-3.27703765748127
"incorp.shallow.f4",-0.754842645672007
