"yr","date","h3grp","time","wind.2m","rain.rate","air.temp","date.time","ct","rain.cum","sim","man.dm","man.ph","app.rate.ni","tan.app","f0","r1","r2","r3","f4","f","s","j","e","e.int","er"
2014,2014-04-02,6,21,2.01979299619394,0,4.7,2014-04-02 21:00:00,36,1.6,1,6.5,7,30,100,0.322934597685581,0.00882524717045154,0.0158786853066665,0.000449353106180681,1,9.63701683932762,79.4736224525283,0.12390996046856,10.8893607081441,0.371729881405679,0.108893607081441
2014,2014-04-02,7,24,1.45731899725385,0,2.43333333333333,2014-04-03 00:00:00,39,1.6,1,6.5,7,30,100,0.322934597685581,0.00494890080170155,0.0158786853066665,0.000449353106180681,1,9.05329559805158,79.8112781403747,0.0820218511432138,11.1354262615738,0.246065553429641,0.111354262615738
2014,2014-04-03,0,3,1.45731899725385,0,1.46666666666667,2014-04-03 03:00:00,42,1.6,1,6.5,7,30,100,0.322934597685581,0.00420162699349677,0.0158786853066665,0.000449353106180681,1,8.52401870822008,80.1220058859319,0.072849714758083,11.353975405848,0.218549144274249,0.11353975405848
2014,2014-04-03,1,6,2.19876199585669,0,2.83333333333333,2014-04-03 06:00:00,45,1.6,1,6.5,7,30,100,0.322934597685581,0.00684447884726414,0.0158786853066665,0.000449353106180681,1,7.96230409022515,80.4063216865236,0.0924662724677342,11.6313742232512,0.277398817403203,0.116313742232512
2014,2014-04-03,2,9,2.40329799547127,0,3.73333333333333,2014-04-03 09:00:00,48,1.6,1,6.5,7,30,100,0.322934597685581,0.00855586350392936,0.0158786853066665,0.000449353106180681,1,7.39951731300546,80.6634773546784,0.101877036354958,11.9370053323161,0.305631109064874,0.119370053323161
2014,2014-04-03,3,12,3.80948299282148,0,7.03333333333333,2014-04-03 12:00:00,51,1.6,1,6.5,7,30,100,0.322934597685581,0.0243365027334587,0.0158786853066665,0.000449353106180681,1,6.5585477966662,80.8866341779102,0.205937564369182,12.5548180254236,0.617812693107547,0.125548180254236
2014,2014-04-03,4,15,3.88618399267695,0,9.16666666666667,2014-04-03 15:00:00,54,1.6,1,6.5,7,30,100,0.322934597685581,0.0358653321035221,0.0158786853066665,0.000449353106180681,1,5.61553662631161,81.0668494687399,0.25426529317494,13.3176139049485,0.76279587952482,0.133176139049485
2014,2014-04-03,5,18,3.47711199344779,0,8.86666666666667,2014-04-03 18:00:00,57,1.6,1,6.5,7,30,100,0.322934597685581,0.0295897944373689,0.0158786853066665,0.000449353106180681,1,4.89949292235237,81.2075275350131,0.191788545895353,13.8929795426345,0.575365637686058,0.138929795426345
2014,2014-04-03,6,21,1.48288599720568,0,5.7,2014-04-03 21:00:00,60,1.6,1,6.5,7,30,100,0.322934597685581,0.00868140547161643,0.0158786853066665,0.000449353106180681,1,4.55147539114991,81.3229769211286,0.0775227150289772,14.1255476877215,0.232568145086931,0.141255476877215
2014,2014-04-03,7,24,0.971545998169236,0,2.76666666666667,2014-04-04 00:00:00,63,1.6,1,6.5,7,30,100,0.322934597685581,0.00442616117037048,0.0158786853066665,0.000449353106180681,1,4.28249979249278,81.4236222625655,0.0561100857400808,14.2938779449417,0.168330257220243,0.142938779449417
2014,2014-04-04,0,3,1.17608199778381,0,1.53333333333333,2014-04-04 03:00:00,66,1.6,1,6.5,7,30,100,0.322934597685581,0.00385531299439041,0.0158786853066665,0.000449353106180681,1,4.03632614363776,81.5118777506051,0.0526393869384734,14.4517961057571,0.15791816081542,0.144517961057571
2014,2014-04-04,1,6,1.66185499686843,0,0.8,2014-04-04 06:00:00,69,1.6,1,6.5,7,30,100,0.322934597685581,0.00402832123976233,0.0158786853066665,0.000449353106180681,1,3.80232943534037,81.5885877824423,0.0524288921534198,14.6090827822174,0.157286676460259,0.146090827822174
2014,2014-04-04,2,9,2.65896799498949,0,2.26666666666667,2014-04-04 09:00:00,72,1.6,1,6.5,7,30,100,0.322934597685581,0.00729155357169004,0.0158786853066665,0.000449353106180681,1,3.54700353207752,81.6535325461386,0.0634603798554885,14.7994639217838,0.190381139566465,0.147994639217838
2014,2014-04-04,3,12,5.52247198959355,0,5.96666666666667,2014-04-04 12:00:00,75,1.6,1,6.5,7,30,100,0.322934597685581,0.0367467312787424,0.0158786853066665,0.000449353106180681,1,3.02898300669914,81.6997273399449,0.157275243857387,15.271289653356,0.47182573157216,0.15271289653356
2014,2014-04-04,4,15,5.85484298896724,0,6.83333333333333,2014-04-04 15:00:00,78,1.6,1,6.5,7,30,100,0.322934597685581,0.0477419507768908,0.0158786853066665,0.000449353106180681,1,2.50268714737536,81.7209291161366,0.168364694377349,15.7763837364881,0.505094083132047,0.157763837364881
2014,2014-04-04,5,18,5.5736059894972,0,6.93333333333333,2014-04-04 18:00:00,81,1.6,1,6.5,7,30,100,0.322934597685581,0.0440548503962257,0.0158786853066665,0.000449353106180681,1,2.09083687913462,81.7198778462232,0.137633846051372,16.1892852746422,0.412901538154117,0.161892852746422
