"","x"
"int.f0",-0.638939008450417
"int.r1",-1.35704590075394
"int.r2",-0.89076509910411
"int.r3",-3.04480193933589
"man.ph.r1",0.70399750920735
"man.ph.r3",0.238190015443975
"man.source.pig.f0",-0.221176845718515
