"","x"
"int.f0",-0.610510398751371
"int.r1",-1.35240384218323
"int.r2",-1.88569777730143
"int.r3",-3.54244249640784
"man.ph.r1",0.467707279433424
"man.ph.r3",1.74279653178608
"man.source.pig.f0",0.641452230884054
