"","x"
"int.f0",0.122050651866596
"int.r1",-0.704443277816553
"int.r2",-1.8756900680666
"int.r3",-3.10077721015625
"man.ph.r1",0.761628565362767
"man.ph.r3",0.131622226918428
"man.source.pig.f0",-0.57250050893506
