"","int.f0","int.r1","int.r2","int.r3","man.ph.r1","man.ph.r3","man.source.pig.f0","country","uexper","man.source"
"1",1.01960038330254,-1.39361637905023,-0.706325068959182,-3.1338491197363,0.665173339253421,-0.0367857291907179,0.547298565318075,"DK","205 SyreN","pig"
"2",-0.81962227084504,-1.06257922702463,-1.96059529052886,-3.4776602759509,0.678462524793421,1.07282630953341,0.0106499637603436,"DK","205 SyreN","cat"
"3",2.22683189911953,-0.0567571982174839,-0.964170679440042,-4.16780243221692,0.552019056858503,-0.112992186902168,-2.25045585388799,"NL","210 IHF_13","cat"
"4",-0.819599905201501,-0.240521154521359,-1.33523078260983,-3.31935456839019,0.977195777200114,0.378571580785577,-0.0155385214535637,"NL","210 IHF_6","cat"
"5",0.608610488250007,-0.242442769478281,-0.735978181864939,-3.62303846868615,0.499920447160818,0.565721141326596,-1.18301294450777,"NL","210 IHF_7","cat"
"6",0.122050651866596,-0.704443277816553,-1.8756900680666,-3.10077721015625,0.761628565362767,0.131622226918428,-0.57250050893506,"NL","210 WIND_10","cat"
"7",0.545757539437435,-0.244894518506726,-4.02324424985934,-2.44132033915998,1.81377973023989,0.166183745141318,0.126003570458972,"NL","210 WIND_4","cat"
"8",0.213089084251471,-0.626043389329706,-1.33693116706342,-2.61678535366092,0.608901695547755,0.0781487658217725,-1.25840501461263,"NL","210 WIND_6","cat"
"9",0.500389733308127,-0.813830102537405,-2.95716405656584,-2.40107824979167,0.662621784050446,0.710974214270992,-0.0943488449872505,"NL","210 WIND_8","cat"
"10",-0.664471828453352,-0.869134294679672,-0.186961214256985,-3.4913192710622,0.608484668919338,0.309713855293505,-0.67963259168703,"DK","211 B1","cat"
"11",-0.570245253492764,-1.45094132145644,-0.846173107811267,-3.0844323392847,0.382163927054988,0.239335978642507,0.0642008235677709,"DK","211 B2","cat"
"12",-0.618779064374969,-1.25849474678512,-0.0541669000815151,-3.18149253200715,-0.129770770543446,-0.0911127249815422,0.00960082637584192,"DK","211 W1","pig"
"13",0.487964776830087,-0.00356406221798183,0.825781894920703,-2.94225138416495,0.242224191389375,0.19495069308344,0.162864100737608,"DK","211 W1","mix"
"14",-0.665687820598415,-0.322364673087759,-0.834897865470713,-2.01732457562532,0.910228716200468,2.25300781518997,-2.74927555010417,"DK","211 W1","cat"
"15",-0.335514167714461,-0.977413728310294,-0.317101390092415,-3.04455705104954,1.23819433118441,0.427806939320081,-0.995921250148566,"DK","211 W1","mink"
"16",-0.663604270056708,-1.37452714520581,-0.248754283945047,-3.39560188156757,0.603932042635642,0.354966154992455,-0.453129707502952,"DK","211 W2","mink"
"17",-0.565544752649827,-1.79725722194544,-0.720270903942214,-3.7284638302546,0.136825355775859,-0.0200132839718852,0.356655885638851,"DK","211 W2","mix"
"18",0.340368591112026,-1.39717773006987,-0.154434736213126,-3.36793181598036,0.664866808348508,0.0839446374074613,-0.332276585449755,"DK","211 W2","pig"
"19",-0.593778636663445,-1.44236289968625,-0.912930190897253,-3.19157962486587,0.791324510721626,0.168548430636353,-0.330626815739065,"DK","211 W2","cat"
"20",-5.89284498331747,-1.13508612725958,-1.09528828051744,-2.90866195866739,1.15360848454847,0.163749550942104,5.58631970268762,"DK","300 1","pig"
"21",0.102577653966834,-1.04206159417203,-1.74135120480226,-3.4247759517933,0.541870770367024,0.279316250980326,0.166528026165655,"DK","300 2","cattle"
"22",-0.638939008450417,-1.35704590075394,-0.89076509910411,-3.04480193933589,0.70399750920735,0.238190015443975,-0.221176845718515,"DK","300 3","pig"
"23",-1.21000393900256,-0.89458847535834,-2.94343379333266,-2.81362294496641,0.819289269925942,1.21763665552681,1.10048490601687,"DK","300 4","cattle"
