"","x"
"int.f0",0.422481482148505
"int.r1",-0.574422659188606
"int.r2",-1.59531507587635
"int.r3",-2.59227581841327
"incorp.shallow.f4",-0.964966548279922
"incorp.shallow.r3",-0.580526893811793
"incorp.deep.f4",-3.6949495394145
"incorp.deep.r3",-1.2656956200405
