"","x"
"int.f0",-0.0721319902010804
"int.r1",-1.20579173069521
"int.r2",-0.883583054613571
"int.r3",-3.5901466498017
"incorp.shallow.f4",-1.03728495845739
"incorp.shallow.r3",-0.378780071701295
