"","x"
"int.f0",0.538683552228116
"int.r1",-0.743269065974422
"int.r2",-1.69850831812865
"int.r3",-2.65310128073876
"incorp.shallow.f4",-1.03243012463913
"incorp.shallow.r3",-0.803190476663506
"incorp.deep.f4",-3.6949495394145
"incorp.deep.r3",-1.2656956200405
