"","x"
"int.f0",3.3826757677572
"int.r1",-1.57839888453539
"int.r2",-0.588361689794664
"int.r3",-3.94204846023401
"incorp.shallow.f4",-2.94169297333805
"incorp.shallow.r3",-3.91848894034612
