"par.set","country","inst","man.source","app.mthd","ct.grp","n.obs","ct.mean","er.mean","MBE","MAE","RMSE","ME"
"ALFAM1","IE",212,"cat","ts","(0,24]",83,6.72831325301205,0.237596460240964,-0.056639195634815,0.118800920083317,0.169054988799605,0.241493095442786
"ALFAM1","IE",212,"cat","ts","(24,48]",21,36.5833333333333,0.425429047619048,-0.031028888533851,0.13070471195887,0.170601752057289,0.17914147349211
"ALFAM1","IE",212,"cat","ts","(48,72]",11,48.0845454545455,0.37557,0.0205346659612699,0.109948262909887,0.141505004473832,-0.0869962299543574
"ALFAM1","IE",212,"cat","ts","(72,96]",12,95.9533333333333,0.53832,-0.0878143104236431,0.162706536999664,0.208771562664597,-0.078710102577382
"ALFAM1","IE",212,"cat","ts","(96,120]",3,104.14,0.508606666666667,-0.0517595754621164,0.129244841101052,0.169991514429738,0.059270094598914
"ALFAM1","IE",212,"cat","ts","(120,144]",7,120.06,0.452504285714286,-0.0242026736929441,0.100078754746001,0.130324081316837,-0.538500796030946
"ALFAM1","IE",212,"cat","ts","(144,168]",12,167.953333333333,0.592279166666667,-0.128651354562261,0.169789952582626,0.220429928467697,-0.32934806432212
"ALFAM1","IE",212,"cat","ts","(168,192]",10,168.097,0.541365,-0.0949294428693512,0.130492502250991,0.181350357041303,-0.576227769259857
"ALFAM1","IE",212,"pig","bsth","(0,24]",61,5.70114754098361,0.0453910229508197,-0.00420330677894938,0.00992748032930286,0.0142746191446154,0.765832487993502
"ALFAM1","IE",212,"pig","bsth","(24,48]",19,34.1384210526316,0.113206947368421,0.00152367779467112,0.0114992113405326,0.0140107519879531,0.355090267756969
"ALFAM1","IE",212,"pig","bsth","(48,72]",10,48.098,0.129774,-0.00476853492697487,0.00646370081692621,0.00847938518129802,0.145893257799821
"ALFAM1","IE",212,"pig","bsth","(72,96]",8,95.97375,0.13514,0.00496519148267854,0.00967020420376029,0.0113787138969732,0.466328362607938
"ALFAM1","IE",212,"pig","bsth","(96,120]",10,96.13,0.137478,0.00560570006001911,0.00820167858663228,0.0110385872298077,-0.352292368493967
"ALFAM1","IE",212,"pig","bsth","(144,168]",5,167.958,0.13366,0.0132727527584325,0.0145688940883845,0.0167559541962942,0.127421961670773
"ALFAM1","IE",212,"pig","bsth","(168,192]",13,168.13,0.141239230769231,0.00918683122307417,0.00962633924411777,0.0135341939680781,-1.31296700399333
"ALFAM1","NL",106,"cat","bc","(0,24]",185,7.1,0.460863086486486,-0.135141878368067,0.162697172165475,0.198359403223432,0.185837242749256
"ALFAM1","NL",106,"cat","bc","(24,48]",31,46.2741935483871,0.677593225806452,-0.0312726009197509,0.152836979174669,0.178479309978147,-0.272405192047568
"ALFAM1","NL",106,"cat","bc","(48,72]",32,69.475,0.703514375,-0.0337881775228012,0.164032830035327,0.188170329266858,-0.257926262883702
"ALFAM1","NL",106,"cat","bc","(72,96]",26,93.7384615384615,0.696821538461538,-0.0266576228965755,0.17130033710125,0.197017580042993,-0.258853641236853
"ALFAM1","NL",106,"cat","bc","(96,120]",4,96.775,0.7525125,0.0151090582975869,0.118431178241106,0.131167399251795,-1.57868353929633
"ALFAM1","NL",106,"cat","bsth","(0,24]",18,6.85,0.283613888888889,-0.0935149598704649,0.0951030454084136,0.140835266853232,0.109666597946577
"ALFAM1","NL",106,"cat","bsth","(24,48]",3,45.9,0.418016666666667,-0.0533003230376891,0.0839659783000172,0.121787176736231,-0.6167861557929
"ALFAM1","NL",106,"cat","bsth","(48,72]",3,69.6333333333333,0.427353333333333,-0.050708081541813,0.0809536444538713,0.116530587102012,-0.609683285464469
"ALFAM1","NL",106,"cat","bsth","(72,96]",3,93.5,0.43269,-0.0498103316498459,0.0780311812235638,0.113003685386213,-0.504198867751764
"ALFAM1","NL",106,"cat","os","(0,24]",122,7.16639344262295,0.0409188245901639,0.0444191607182741,0.0468629059201115,0.0606539341794127,-1.65588893739102
"ALFAM1","NL",106,"cat","os","(24,48]",22,44.0772727272727,0.0949590909090909,0.0773949677694898,0.0920114803307382,0.100046781731511,-2.70912005932593
"ALFAM1","NL",106,"cat","os","(48,72]",22,67.9363636363636,0.115818863636364,0.0594367479838647,0.0851811193116835,0.0950204292192981,-1.20127441357009
"ALFAM1","NL",106,"cat","os","(72,96]",17,92.4529411764706,0.0946480588235294,0.0895657536518374,0.0950116910226333,0.104199677865852,-5.43225437723192
"ALFAM1","NL",106,"cat","os","(96,120]",6,96.3333333333333,0.166152333333333,0.0103351009461714,0.084748188881316,0.0966698475951103,-0.615587208627524
"ALFAM1","NL",106,"cat","ts","(0,24]",101,7.0950495049505,0.111744035643564,0.123188855730167,0.123208795851222,0.149403345939171,-2.05361000798338
"ALFAM1","NL",106,"cat","ts","(24,48]",17,46.0529411764706,0.245396058823529,0.223950709532144,0.223950709532144,0.239585035223444,-4.11235241064524
"ALFAM1","NL",106,"cat","ts","(48,72]",18,69.8888888888889,0.267231666666667,0.217593368740331,0.217593368740331,0.235425405415118,-3.58851387382194
"ALFAM1","NL",106,"cat","ts","(72,96]",9,95.1444444444444,0.285513333333333,0.186838106997749,0.186838106997749,0.208702276331353,-1.77616219219051
"ALFAM1","NL",106,"cat","ts","(96,120]",4,96.775,0.394995,0.153673532228506,0.153673532228506,0.154705623559566,-53.5596864470208
"ALFAM1","NL",106,"cat","cs","(0,24]",17,7.51176470588235,0.00829373529411765,NA,NA,NA,NA
"ALFAM1","NL",106,"cat","cs","(24,48]",4,41.7,0.0112445,NA,NA,NA,NA
"ALFAM1","NL",106,"cat","cs","(48,72]",3,70.1666666666667,0.014326,NA,NA,NA,NA
"ALFAM1","NL",106,"cat","cs","(72,96]",3,94.0333333333333,0.014326,NA,NA,NA,NA
"ALFAM1","NL",106,"pig","bc","(0,24]",29,7.28965517241379,0.466813103448276,-0.397877587980527,0.397877587980527,0.432111357992873,-3.89509700716792
"ALFAM1","NL",106,"pig","bc","(24,48]",8,39.25,0.55654,-0.368262670266195,0.368262670266195,0.431180280155514,-2.42355593805105
"ALFAM1","NL",106,"pig","bc","(48,72]",4,66.725,0.5669975,-0.30501568855387,0.30501568855387,0.338220512839126,-2.96632342390332
"ALFAM1","NL",106,"pig","bc","(72,96]",3,90.0666666666667,0.730363333333333,-0.419392267196357,0.419392267196357,0.445040043684422,-27.3139207382946
"ALFAM1","NL",106,"pig","os","(0,24]",11,7.88181818181818,0.0391824545454545,-0.0247550116865764,0.0263135294914663,0.0341464000728992,-0.939775220289298
"ALFAM1","NL",106,"pig","os","(24,48]",3,40.1666666666667,0.0629993333333333,-0.0111544255779303,0.0359714018699844,0.0437031198415764,-0.463919934108277
"ALFAM1","NL",106,"pig","os","(48,72]",2,70.25,0.0810035,-0.0162203397053072,0.0448500724264467,0.047693064661574,-1.08917446328899
"ALFAM1","NL",106,"pig","os","(72,96]",1,93.7,0.057016,0.0277938665027475,0.0277938665027475,0.0277938665027475,-Inf
"ALFAM1","NL",106,"pig","ts","(0,24]",18,7.13888888888889,0.0856532388888889,-0.0557389105647197,0.0565262545765447,0.0788918718140959,-0.493971468563364
"ALFAM1","NL",106,"pig","ts","(24,48]",4,41.95,0.1572155,-0.043796507452448,0.073578631542486,0.10173976102278,-0.258309129826729
"ALFAM1","NL",106,"pig","ts","(48,72]",2,70.45,0.23551,-0.0969347629709646,0.0969347629709646,0.126180824604791,-1.86785768266514
"ALFAM1","NL",106,"pig","ts","(72,96]",1,82.3,0.084905,0.0717816643847753,0.0717816643847753,0.0717816643847753,-Inf
"ALFAM1","NL",106,"pig","cs","(0,24]",5,8.9,0.00219982,NA,NA,NA,NA
"ALFAM1","NL",106,"pig","cs","(24,48]",2,37.35,0.0049984,NA,NA,NA,NA
"ALFAM1","NL",106,"pig","cs","(48,72]",1,69.3,0.0070005,NA,NA,NA,NA
"ALFAM1","NL",106,"pig","cs","(72,96]",1,93.2,0.009001,NA,NA,NA,NA
"ALFAM1","NL",210,"cat","bc","(0,24]",18,7.11833333333333,0.391842444444444,0.00457232589262752,0.0942171105043911,0.116056432869549,0.741266319079437
"ALFAM1","NL",210,"cat","bc","(24,48]",4,43.3225,0.6386725,0.164184745429848,0.164184745429848,0.191033188130427,0.286429111001802
"ALFAM1","NL",210,"cat","bc","(48,72]",3,70.4333333333333,0.571176666666667,0.221967001084808,0.221967001084808,0.23743597081093,-0.196093633351999
"ALFAM1","NL",210,"cat","bc","(72,96]",3,94.3733333333333,0.580136666666667,0.225978964721758,0.225978964721758,0.244152811741667,-0.18781581543642
"ALFAM1","NL",210,"cat","bc","(96,120]",1,118.21,0.88583,0.0995959347130088,0.0995959347130088,0.0995959347130088,-Inf
"ALFAM1","NL",210,"cat","bc","(120,144]",1,142.04,0.89405,0.0968518073313823,0.0968518073313823,0.0968518073313823,-Inf
"ALFAM1","NL",210,"cat","bc","(168,192]",1,171.85,0.89405,0.101693299336748,0.101693299336748,0.101693299336748,-Inf
"ALFAM1","NL",214,"cat","bc","(0,24]",168,7.16607142857143,0.51239925,-0.152858681925827,0.182157016946907,0.213605443285177,0.0888167906774582
"ALFAM1","NL",214,"cat","bc","(24,48]",27,43.162962962963,0.740106296296296,-0.071561734565113,0.182711287537393,0.220465406849112,-1.69428906974877
"ALFAM1","NL",214,"cat","bc","(48,72]",28,64.8857142857143,0.760161785714286,-4.74968345043268e-05,0.200757710630271,0.248253962818811,-2.40812481658813
"ALFAM1","NL",214,"cat","bc","(72,96]",23,85.4869565217391,0.792750434782609,-0.079192220004189,0.177322000955977,0.214169601091417,-1.3852965316275
"ALFAM1","NL",214,"cat","bc","(96,120]",10,97.07,0.794513,-0.0980192243941341,0.147579496483191,0.191935836124798,-0.532779114322777
"ALFAM1","NL",214,"cat","os","(0,24]",212,7.47594339622642,0.0868237967924528,0.00629314879537538,0.0536578628209137,0.0690895810751522,0.371192425996481
"ALFAM1","NL",214,"cat","os","(24,48]",37,40.3351351351351,0.173312567567568,0.00437367609641367,0.0830371640150252,0.0975921607088162,0.27202064189628
"ALFAM1","NL",214,"cat","os","(48,72]",42,61.9904761904762,0.167951857142857,0.0215745197018731,0.104740086163855,0.118711390780105,0.159665827505669
"ALFAM1","NL",214,"cat","os","(72,96]",32,84.009375,0.178533125,0.00400520970875508,0.110209433791412,0.122843686041499,0.171581006532796
"ALFAM1","NL",214,"cat","os","(96,120]",23,97.1652173913044,0.165458826086957,0.0308542843602751,0.097430748762422,0.11590505992563,0.0372131996417184
"ALFAM1","NL",214,"cat","ts","(0,24]",10,8.38,0.05004218,0.235852754039612,0.235852754039612,0.26397870349012,-90.3397154273123
"ALFAM1","NL",214,"cat","ts","(24,48]",2,47.2,0.085099,0.473595156645929,0.473595156645929,0.473747873006097,-3502.32466166032
"ALFAM1","NL",214,"cat","ts","(48,72]",2,71.25,0.088204,0.49474520780451,0.49474520780451,0.494862955662976,-5850.8823626197
"ALFAM1","NL",214,"cat","ts","(72,96]",2,94.75,0.0912,0.504601159530661,0.504601159530661,0.504673329336462,-14086.5086696819
"ALFAM1","UK",202,"cat","bsth","(0,24]",166,7.0566265060241,0.0734816451807229,0.0784178852138932,0.0820841442786288,0.114349868410932,-4.53081615345239
"ALFAM1","UK",202,"cat","bsth","(24,48]",40,39.5175,0.15462445,0.13864457125422,0.149172970211518,0.177755519435371,-6.38620381575375
"ALFAM1","UK",202,"cat","bsth","(48,72]",19,50.3447368421053,0.189951315789474,0.116867965247862,0.129838130878626,0.145276459636425,-2.21345294359631
"ALFAM1","UK",202,"cat","bsth","(72,96]",41,93.8926829268293,0.191900170731707,0.121543583127126,0.140117985208545,0.169151214267922,-3.43802811066309
"ALFAM1","UK",202,"cat","bsth","(96,120]",5,101.8,0.1797448,0.139997491418291,0.139997491418291,0.155239898747978,-1.4816311459836
"ALFAM1","UK",202,"cat","bsth","(120,144]",23,140.973913043478,0.214140130434783,0.127643978463069,0.1546729673966,0.188679897150124,-2.84231582785963
"ALFAM1","UK",202,"cat","bsth","(144,168]",21,145.138095238095,0.178519238095238,0.108091667425494,0.134178869750002,0.149694573317247,-3.52037792397785
"ALFAM1","UK",202,"cat","ts","(0,24]",105,9.30095238095238,0.0826464647619048,0.111970361239558,0.119984041064706,0.138406879001559,-2.14698102769106
"ALFAM1","UK",202,"cat","ts","(24,48]",42,37.4071428571429,0.140746666666667,0.197961913630257,0.205382748590553,0.227228515268091,-3.8822768489401
"ALFAM1","UK",202,"cat","ts","(48,72]",44,60.2886363636364,0.170602204545455,0.201279341129174,0.225490969136711,0.246990158089628,-2.43397496846372
"ALFAM1","UK",202,"cat","ts","(72,96]",23,73.8521739130435,0.194150304347826,0.191026326652403,0.238213892851656,0.262764916319304,-1.246286206895
"ALFAM1","UK",202,"cat","ts","(96,120]",23,117.852173913043,0.178549347826087,0.218255842361906,0.233373721237914,0.25830050775794,-3.59583425475711
"ALFAM1","UK",202,"cat","ts","(120,144]",23,122.034782608696,0.20703,0.191098556245496,0.228252967619442,0.257178902501264,-1.48707363772458
"ALFAM1","UK",202,"cat","ts","(144,168]",32,165.565625,0.18787603125,0.200571194694784,0.212370358514101,0.238840905919063,-3.09566554699266
"ALFAM1","UK",202,"cat","ts","(168,192]",14,169.564285714286,0.220016857142857,0.223513208191172,0.28346822853845,0.309765064875665,-1.5498080642193
"ALFAM1","UK",202,"pig","bsth","(0,24]",57,4.3,0.0354197257894737,-0.00889758541305602,0.0205747964837548,0.0331101447392827,0.128552660571715
"ALFAM1","UK",202,"pig","bsth","(24,48]",19,29.8526315789474,0.0739552473684211,0.0183556930442134,0.044459116000162,0.0528383977491392,-0.0952405389200666
"ALFAM1","UK",202,"pig","bsth","(48,72]",14,49.8642857142857,0.0913157571428571,0.0241502500145411,0.0581980298038026,0.0645564985695702,-0.181758387347212
"ALFAM1","UK",202,"pig","bsth","(72,96]",9,94.0666666666667,0.111086222222222,0.0207335225238415,0.0513751819281007,0.0621513884779955,-0.298908630858474
"ALFAM1","UK",202,"pig","bsth","(96,120]",9,98.6666666666667,0.111049222222222,0.0121921736018173,0.0615355252162885,0.0734161176341934,-0.0778564586497645
