"","x"
"int.f0",-1.78092052070092
"int.r1",-1.54160573006552
"int.r2",-2.48800717984281
"int.r3",-2.92080849120387
"incorp.shallow.f4",0.425805448979715
"incorp.shallow.r3",-1.04416935119683
