"ID","Decade","Application period","Application method","Crop","Crop height (cm)","Incorporation","Manure source","Manure DM (%)","Manure pH","Manure treatment","Air temperature (deg. C)","Wind speed (m/s)","Rainfall rate (mm/h)","Emission factor (% of applied TAN)"
"241-1980",1980,"Late summer-autumn","Broadcast","None",0,"Deep < 12 hr","Pig",3.2,6.4,"Field acidified",15.2,3.41,0.09,8.6
"242-1980",1980,"Late summer-autumn","Broadcast","None",0,"Deep > 12 hr","Pig",3.2,6.4,"Field acidified",15.2,3.41,0.09,8.6
"194-1980",1980,"Autumn","Trailing hose","Grass",15,"None","Cattle",7.3,6.4,"Field acidified",13.6,3.45,0.09,25
"202-1980",1980,"Autumn","Trailing hose","None",0,"None","Cattle",7.3,6.4,"Field acidified",13.6,3.45,0.09,25
"356-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 24 hr","Cattle",7.3,6.4,"Field acidified",13.6,3.45,0.09,17
"357-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 12 hr","Cattle",7.3,6.4,"Field acidified",13.6,3.45,0.09,13
"358-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 6 hr","Cattle",7.3,6.4,"Field acidified",13.6,3.45,0.09,10
"359-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 4 hr","Cattle",7.3,6.4,"Field acidified",13.6,3.45,0.09,9.4
"195-1980",1980,"Autumn","Trailing hose","None",0,"Deep 24 hr","Cattle",7.3,6.4,"Field acidified",13.6,3.45,0.09,14
"196-1980",1980,"Autumn","Trailing hose","None",0,"Deep 12 hr","Cattle",7.3,6.4,"Field acidified",13.6,3.45,0.09,8.6
"197-1980",1980,"Autumn","Trailing hose","None",0,"Deep 6 hr","Cattle",7.3,6.4,"Field acidified",13.6,3.45,0.09,5.1
"198-1980",1980,"Autumn","Trailing hose","None",0,"Deep 4 hr","Cattle",7.3,6.4,"Field acidified",13.6,3.45,0.09,3.8
"227-1980",1980,"Autumn","Trailing hose","Grass",15,"None","Pig",3.2,6.4,"Field acidified",13.6,3.45,0.09,10
"235-1980",1980,"Autumn","Trailing hose","None",0,"None","Pig",3.2,6.4,"Field acidified",13.6,3.45,0.09,10
"376-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 24 hr","Pig",3.2,6.4,"Field acidified",13.6,3.45,0.09,6.8
"377-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 12 hr","Pig",3.2,6.4,"Field acidified",13.6,3.45,0.09,5.7
"378-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 6 hr","Pig",3.2,6.4,"Field acidified",13.6,3.45,0.09,4.6
"379-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 4 hr","Pig",3.2,6.4,"Field acidified",13.6,3.45,0.09,4.2
"228-1980",1980,"Autumn","Trailing hose","None",0,"Deep 24 hr","Pig",3.2,6.4,"Field acidified",13.6,3.45,0.09,5.8
"229-1980",1980,"Autumn","Trailing hose","None",0,"Deep 12 hr","Pig",3.2,6.4,"Field acidified",13.6,3.45,0.09,4.3
"230-1980",1980,"Autumn","Trailing hose","None",0,"Deep 6 hr","Pig",3.2,6.4,"Field acidified",13.6,3.45,0.09,2.8
"231-1980",1980,"Autumn","Trailing hose","None",0,"Deep 4 hr","Pig",3.2,6.4,"Field acidified",13.6,3.45,0.09,2.2
"205-1980",1980,"Winter-spring","Broadcast","None",0,"None","Cattle",7.3,6.4,"Field acidified",10.9,3.6,0.09,45
"360-1980",1980,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Cattle",7.3,6.4,"Field acidified",10.9,3.6,0.09,30
"361-1980",1980,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Cattle",7.3,6.4,"Field acidified",10.9,3.6,0.09,30
"203-1980",1980,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Cattle",7.3,6.4,"Field acidified",10.9,3.6,0.09,25
"204-1980",1980,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Cattle",7.3,6.4,"Field acidified",10.9,3.6,0.09,25
"238-1980",1980,"Winter-spring","Broadcast","None",0,"None","Pig",3.2,6.4,"Field acidified",10.9,3.6,0.09,23
"380-1980",1980,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Pig",3.2,6.4,"Field acidified",10.9,3.6,0.09,12
"381-1980",1980,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Pig",3.2,6.4,"Field acidified",10.9,3.6,0.09,12
"236-1980",1980,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Pig",3.2,6.4,"Field acidified",10.9,3.6,0.09,8.4
"237-1980",1980,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Pig",3.2,6.4,"Field acidified",10.9,3.6,0.09,8.4
