"ID","Decade","Application period","Application method","Crop","Crop height (cm)","Incorporation","Manure source","Manure DM (%)","Manure pH","Manure treatment","Air temperature (deg. C)","Wind speed (m/s)","Rainfall rate (mm/h)","Emission factor (% of applied TAN)"
"164-2000",2000,"Autumn","Trailing hose","None",0,"Deep 6 hr","Pig",3.9,6,"Barn acidified",14.6,3.33,0.09,2.1
"165-2000",2000,"Autumn","Trailing hose","None",0,"Deep 4 hr","Pig",3.9,6,"Barn acidified",14.6,3.33,0.09,1.6
"139-2000",2000,"Winter-spring","Broadcast","None",0,"None","Cattle",6.4,6,"Barn acidified",11.9,3.42,0.09,36
"320-2000",2000,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Cattle",6.4,6,"Barn acidified",11.9,3.42,0.09,22
"321-2000",2000,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Cattle",6.4,6,"Barn acidified",11.9,3.42,0.09,22
"137-2000",2000,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Cattle",6.4,6,"Barn acidified",11.9,3.42,0.09,18
"138-2000",2000,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Cattle",6.4,6,"Barn acidified",11.9,3.42,0.09,18
"172-2000",2000,"Winter-spring","Broadcast","None",0,"None","Pig",3.9,6,"Barn acidified",11.9,3.42,0.09,21
"340-2000",2000,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Pig",3.9,6,"Barn acidified",11.9,3.42,0.09,11
"341-2000",2000,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Pig",3.9,6,"Barn acidified",11.9,3.42,0.09,11
"170-2000",2000,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Pig",3.9,6,"Barn acidified",11.9,3.42,0.09,8.5
"171-2000",2000,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Pig",3.9,6,"Barn acidified",11.9,3.42,0.09,8.5
"120-1990",1990,"March","Trailing hose","Winter cereal",15,"None","Cattle",7,6,"Barn acidified",4.4,4.48,0.09,9.8
"133-1990",1990,"March","Trailing hose","None",0,"None","Cattle",7,6,"Barn acidified",4.4,4.48,0.09,9.8
"304-1990",1990,"March","Trailing hose","None",0,"Shallow 24 hr","Cattle",7,6,"Barn acidified",4.4,4.48,0.09,4.9
"305-1990",1990,"March","Trailing hose","None",0,"Shallow 12 hr","Cattle",7,6,"Barn acidified",4.4,4.48,0.09,4
"306-1990",1990,"March","Trailing hose","None",0,"Shallow 6 hr","Cattle",7,6,"Barn acidified",4.4,4.48,0.09,3.4
"307-1990",1990,"March","Trailing hose","None",0,"Shallow 4 hr","Cattle",7,6,"Barn acidified",4.4,4.48,0.09,3.2
"112-1990",1990,"March","Trailing hose","None",0,"Deep 24 hr","Cattle",7,6,"Barn acidified",4.4,4.48,0.09,3.2
"113-1990",1990,"March","Trailing hose","None",0,"Deep 12 hr","Cattle",7,6,"Barn acidified",4.4,4.48,0.09,2
"114-1990",1990,"March","Trailing hose","None",0,"Deep 6 hr","Cattle",7,6,"Barn acidified",4.4,4.48,0.09,1.2
"115-1990",1990,"March","Trailing hose","None",0,"Deep 4 hr","Cattle",7,6,"Barn acidified",4.4,4.48,0.09,0.95
"153-1990",1990,"March","Trailing hose","Winter cereal",15,"None","Pig",3.7,6,"Barn acidified",4.4,4.48,0.09,7.1
"166-1990",1990,"March","Trailing hose","None",0,"None","Pig",3.7,6,"Barn acidified",4.4,4.48,0.09,7.1
"324-1990",1990,"March","Trailing hose","None",0,"Shallow 24 hr","Pig",3.7,6,"Barn acidified",4.4,4.48,0.09,3.4
"325-1990",1990,"March","Trailing hose","None",0,"Shallow 12 hr","Pig",3.7,6,"Barn acidified",4.4,4.48,0.09,2.8
"326-1990",1990,"March","Trailing hose","None",0,"Shallow 6 hr","Pig",3.7,6,"Barn acidified",4.4,4.48,0.09,2.4
"327-1990",1990,"March","Trailing hose","None",0,"Shallow 4 hr","Pig",3.7,6,"Barn acidified",4.4,4.48,0.09,2.2
"145-1990",1990,"March","Trailing hose","None",0,"Deep 24 hr","Pig",3.7,6,"Barn acidified",4.4,4.48,0.09,2.3
"146-1990",1990,"March","Trailing hose","None",0,"Deep 12 hr","Pig",3.7,6,"Barn acidified",4.4,4.48,0.09,1.4
"147-1990",1990,"March","Trailing hose","None",0,"Deep 6 hr","Pig",3.7,6,"Barn acidified",4.4,4.48,0.09,0.89
"148-1990",1990,"March","Trailing hose","None",0,"Deep 4 hr","Pig",3.7,6,"Barn acidified",4.4,4.48,0.09,0.71
"121-1990",1990,"April","Trailing hose","Winter cereal",25,"None","Cattle",7,6,"Barn acidified",7.6,4.02,0.09,12
"134-1990",1990,"April","Trailing hose","None",0,"None","Cattle",7,6,"Barn acidified",7.6,4.02,0.09,12
"308-1990",1990,"April","Trailing hose","None",0,"Shallow 24 hr","Cattle",7,6,"Barn acidified",7.6,4.02,0.09,6.3
"309-1990",1990,"April","Trailing hose","None",0,"Shallow 12 hr","Cattle",7,6,"Barn acidified",7.6,4.02,0.09,5
"310-1990",1990,"April","Trailing hose","None",0,"Shallow 6 hr","Cattle",7,6,"Barn acidified",7.6,4.02,0.09,4.3
"311-1990",1990,"April","Trailing hose","None",0,"Shallow 4 hr","Cattle",7,6,"Barn acidified",7.6,4.02,0.09,4
"116-1990",1990,"April","Trailing hose","None",0,"Deep 24 hr","Cattle",7,6,"Barn acidified",7.6,4.02,0.09,4.4
"117-1990",1990,"April","Trailing hose","None",0,"Deep 12 hr","Cattle",7,6,"Barn acidified",7.6,4.02,0.09,2.6
"118-1990",1990,"April","Trailing hose","None",0,"Deep 6 hr","Cattle",7,6,"Barn acidified",7.6,4.02,0.09,1.6
"119-1990",1990,"April","Trailing hose","None",0,"Deep 4 hr","Cattle",7,6,"Barn acidified",7.6,4.02,0.09,1.2
"154-1990",1990,"April","Trailing hose","Winter cereal",25,"None","Pig",3.7,6,"Barn acidified",7.6,4.02,0.09,7.8
"167-1990",1990,"April","Trailing hose","None",0,"None","Pig",3.7,6,"Barn acidified",7.6,4.02,0.09,7.8
"328-1990",1990,"April","Trailing hose","None",0,"Shallow 24 hr","Pig",3.7,6,"Barn acidified",7.6,4.02,0.09,4
"329-1990",1990,"April","Trailing hose","None",0,"Shallow 12 hr","Pig",3.7,6,"Barn acidified",7.6,4.02,0.09,3.2
"330-1990",1990,"April","Trailing hose","None",0,"Shallow 6 hr","Pig",3.7,6,"Barn acidified",7.6,4.02,0.09,2.7
"331-1990",1990,"April","Trailing hose","None",0,"Shallow 4 hr","Pig",3.7,6,"Barn acidified",7.6,4.02,0.09,2.5
"149-1990",1990,"April","Trailing hose","None",0,"Deep 24 hr","Pig",3.7,6,"Barn acidified",7.6,4.02,0.09,2.8
"150-1990",1990,"April","Trailing hose","None",0,"Deep 12 hr","Pig",3.7,6,"Barn acidified",7.6,4.02,0.09,1.8
"151-1990",1990,"April","Trailing hose","None",0,"Deep 6 hr","Pig",3.7,6,"Barn acidified",7.6,4.02,0.09,1.1
"152-1990",1990,"April","Trailing hose","None",0,"Deep 4 hr","Pig",3.7,6,"Barn acidified",7.6,4.02,0.09,0.86
"122-1990",1990,"May","Trailing hose","Spring cereal",15,"None","Cattle",7,6,"Barn acidified",11.7,3.45,0.09,16
"155-1990",1990,"May","Trailing hose","Spring cereal",15,"None","Pig",3.7,6,"Barn acidified",11.7,3.45,0.09,8.8
"140-1990",1990,"Spring-summer","Broadcast","Cereal and grass",15,"None","Cattle",7,6,"Barn acidified",13.7,3.4,0.09,40
"173-1990",1990,"Spring-summer","Broadcast","Cereal and grass",15,"None","Pig",3.7,6,"Barn acidified",13.7,3.4,0.09,21
"123-1990",1990,"Summer","Trailing hose","Grass",10,"None","Cattle",7,6,"Barn acidified",16.4,3.18,0.09,22
"135-1990",1990,"Summer","Trailing hose","None",0,"None","Cattle",7,6,"Barn acidified",16.4,3.18,0.09,22
"312-1990",1990,"Summer","Trailing hose","None",0,"Shallow 24 hr","Cattle",7,6,"Barn acidified",16.4,3.18,0.09,14
"313-1990",1990,"Summer","Trailing hose","None",0,"Shallow 12 hr","Cattle",7,6,"Barn acidified",16.4,3.18,0.09,11
"314-1990",1990,"Summer","Trailing hose","None",0,"Shallow 6 hr","Cattle",7,6,"Barn acidified",16.4,3.18,0.09,8.8
"315-1990",1990,"Summer","Trailing hose","None",0,"Shallow 4 hr","Cattle",7,6,"Barn acidified",16.4,3.18,0.09,8
"124-1990",1990,"Summer","Trailing hose","None",0,"Deep 24 hr","Cattle",7,6,"Barn acidified",16.4,3.18,0.09,11
"125-1990",1990,"Summer","Trailing hose","None",0,"Deep 12 hr","Cattle",7,6,"Barn acidified",16.4,3.18,0.09,7.1
"126-1990",1990,"Summer","Trailing hose","None",0,"Deep 6 hr","Cattle",7,6,"Barn acidified",16.4,3.18,0.09,4.2
"127-1990",1990,"Summer","Trailing hose","None",0,"Deep 4 hr","Cattle",7,6,"Barn acidified",16.4,3.18,0.09,3.1
"156-1990",1990,"Summer","Trailing hose","Grass",10,"None","Pig",3.7,6,"Barn acidified",16.4,3.18,0.09,9.9
"168-1990",1990,"Summer","Trailing hose","None",0,"None","Pig",3.7,6,"Barn acidified",16.4,3.18,0.09,9.9
"332-1990",1990,"Summer","Trailing hose","None",0,"Shallow 24 hr","Pig",3.7,6,"Barn acidified",16.4,3.18,0.09,6.6
"333-1990",1990,"Summer","Trailing hose","None",0,"Shallow 12 hr","Pig",3.7,6,"Barn acidified",16.4,3.18,0.09,5.3
"334-1990",1990,"Summer","Trailing hose","None",0,"Shallow 6 hr","Pig",3.7,6,"Barn acidified",16.4,3.18,0.09,4.3
"335-1990",1990,"Summer","Trailing hose","None",0,"Shallow 4 hr","Pig",3.7,6,"Barn acidified",16.4,3.18,0.09,3.8
"157-1990",1990,"Summer","Trailing hose","None",0,"Deep 24 hr","Pig",3.7,6,"Barn acidified",16.4,3.18,0.09,5.6
"158-1990",1990,"Summer","Trailing hose","None",0,"Deep 12 hr","Pig",3.7,6,"Barn acidified",16.4,3.18,0.09,3.9
"159-1990",1990,"Summer","Trailing hose","None",0,"Deep 6 hr","Pig",3.7,6,"Barn acidified",16.4,3.18,0.09,2.5
"160-1990",1990,"Summer","Trailing hose","None",0,"Deep 4 hr","Pig",3.7,6,"Barn acidified",16.4,3.18,0.09,1.9
"141-1990",1990,"Late summer-autumn","Broadcast","Grass",10,"None","Cattle",7,6,"Barn acidified",16.1,3.18,0.09,42
"144-1990",1990,"Late summer-autumn","Broadcast","None",0,"None","Cattle",7,6,"Barn acidified",16.1,3.18,0.09,42
"322-1990",1990,"Late summer-autumn","Broadcast","None",0,"Shallow < 12 hr","Cattle",7,6,"Barn acidified",16.1,3.18,0.09,30
"323-1990",1990,"Late summer-autumn","Broadcast","None",0,"Shallow > 12 hr","Cattle",7,6,"Barn acidified",16.1,3.18,0.09,30
"142-1990",1990,"Late summer-autumn","Broadcast","None",0,"Deep < 12 hr","Cattle",7,6,"Barn acidified",16.1,3.18,0.09,26
"143-1990",1990,"Late summer-autumn","Broadcast","None",0,"Deep > 12 hr","Cattle",7,6,"Barn acidified",16.1,3.18,0.09,26
"174-1990",1990,"Late summer-autumn","Broadcast","Grass",10,"None","Pig",3.7,6,"Barn acidified",16.1,3.18,0.09,21
"177-1990",1990,"Late summer-autumn","Broadcast","None",0,"None","Pig",3.7,6,"Barn acidified",16.1,3.18,0.09,21
"342-1990",1990,"Late summer-autumn","Broadcast","None",0,"Shallow < 12 hr","Pig",3.7,6,"Barn acidified",16.1,3.18,0.09,12
"343-1990",1990,"Late summer-autumn","Broadcast","None",0,"Shallow > 12 hr","Pig",3.7,6,"Barn acidified",16.1,3.18,0.09,12
"175-1990",1990,"Late summer-autumn","Broadcast","None",0,"Deep < 12 hr","Pig",3.7,6,"Barn acidified",16.1,3.18,0.09,9.1
"176-1990",1990,"Late summer-autumn","Broadcast","None",0,"Deep > 12 hr","Pig",3.7,6,"Barn acidified",16.1,3.18,0.09,9.1
"128-1990",1990,"Autumn","Trailing hose","Grass",15,"None","Cattle",7,6,"Barn acidified",13.7,3.33,0.09,18
"136-1990",1990,"Autumn","Trailing hose","None",0,"None","Cattle",7,6,"Barn acidified",13.7,3.33,0.09,18
"316-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 24 hr","Cattle",7,6,"Barn acidified",13.7,3.33,0.09,11
"317-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 12 hr","Cattle",7,6,"Barn acidified",13.7,3.33,0.09,8.4
"318-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 6 hr","Cattle",7,6,"Barn acidified",13.7,3.33,0.09,6.9
"319-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 4 hr","Cattle",7,6,"Barn acidified",13.7,3.33,0.09,6.4
"129-1990",1990,"Autumn","Trailing hose","None",0,"Deep 24 hr","Cattle",7,6,"Barn acidified",13.7,3.33,0.09,8.3
"130-1990",1990,"Autumn","Trailing hose","None",0,"Deep 12 hr","Cattle",7,6,"Barn acidified",13.7,3.33,0.09,5.1
"131-1990",1990,"Autumn","Trailing hose","None",0,"Deep 6 hr","Cattle",7,6,"Barn acidified",13.7,3.33,0.09,3
"132-1990",1990,"Autumn","Trailing hose","None",0,"Deep 4 hr","Cattle",7,6,"Barn acidified",13.7,3.33,0.09,2.2
"161-1990",1990,"Autumn","Trailing hose","Grass",15,"None","Pig",3.7,6,"Barn acidified",13.7,3.33,0.09,9.3
"169-1990",1990,"Autumn","Trailing hose","None",0,"None","Pig",3.7,6,"Barn acidified",13.7,3.33,0.09,9.3
"336-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 24 hr","Pig",3.7,6,"Barn acidified",13.7,3.33,0.09,5.7
"337-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 12 hr","Pig",3.7,6,"Barn acidified",13.7,3.33,0.09,4.5
"338-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 6 hr","Pig",3.7,6,"Barn acidified",13.7,3.33,0.09,3.7
"339-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 4 hr","Pig",3.7,6,"Barn acidified",13.7,3.33,0.09,3.3
"162-1990",1990,"Autumn","Trailing hose","None",0,"Deep 24 hr","Pig",3.7,6,"Barn acidified",13.7,3.33,0.09,4.5
"163-1990",1990,"Autumn","Trailing hose","None",0,"Deep 12 hr","Pig",3.7,6,"Barn acidified",13.7,3.33,0.09,3
"164-1990",1990,"Autumn","Trailing hose","None",0,"Deep 6 hr","Pig",3.7,6,"Barn acidified",13.7,3.33,0.09,1.9
"165-1990",1990,"Autumn","Trailing hose","None",0,"Deep 4 hr","Pig",3.7,6,"Barn acidified",13.7,3.33,0.09,1.4
"139-1990",1990,"Winter-spring","Broadcast","None",0,"None","Cattle",7,6,"Barn acidified",11.3,3.59,0.09,38
"320-1990",1990,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Cattle",7,6,"Barn acidified",11.3,3.59,0.09,23
"321-1990",1990,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Cattle",7,6,"Barn acidified",11.3,3.59,0.09,23
"137-1990",1990,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Cattle",7,6,"Barn acidified",11.3,3.59,0.09,17
"138-1990",1990,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Cattle",7,6,"Barn acidified",11.3,3.59,0.09,17
"172-1990",1990,"Winter-spring","Broadcast","None",0,"None","Pig",3.7,6,"Barn acidified",11.3,3.59,0.09,21
"340-1990",1990,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Pig",3.7,6,"Barn acidified",11.3,3.59,0.09,11
"341-1990",1990,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Pig",3.7,6,"Barn acidified",11.3,3.59,0.09,11
"170-1990",1990,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Pig",3.7,6,"Barn acidified",11.3,3.59,0.09,8
"171-1990",1990,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Pig",3.7,6,"Barn acidified",11.3,3.59,0.09,8
"120-1980",1980,"March","Trailing hose","Winter cereal",15,"None","Cattle",7.3,6,"Barn acidified",3.3,4.37,0.09,8.7
"133-1980",1980,"March","Trailing hose","None",0,"None","Cattle",7.3,6,"Barn acidified",3.3,4.37,0.09,8.7
"304-1980",1980,"March","Trailing hose","None",0,"Shallow 24 hr","Cattle",7.3,6,"Barn acidified",3.3,4.37,0.09,4.2
"305-1980",1980,"March","Trailing hose","None",0,"Shallow 12 hr","Cattle",7.3,6,"Barn acidified",3.3,4.37,0.09,3.4
"306-1980",1980,"March","Trailing hose","None",0,"Shallow 6 hr","Cattle",7.3,6,"Barn acidified",3.3,4.37,0.09,3
"307-1980",1980,"March","Trailing hose","None",0,"Shallow 4 hr","Cattle",7.3,6,"Barn acidified",3.3,4.37,0.09,2.8
"112-1980",1980,"March","Trailing hose","None",0,"Deep 24 hr","Cattle",7.3,6,"Barn acidified",3.3,4.37,0.09,2.7
"113-1980",1980,"March","Trailing hose","None",0,"Deep 12 hr","Cattle",7.3,6,"Barn acidified",3.3,4.37,0.09,1.6
"114-1980",1980,"March","Trailing hose","None",0,"Deep 6 hr","Cattle",7.3,6,"Barn acidified",3.3,4.37,0.09,1
"115-1980",1980,"March","Trailing hose","None",0,"Deep 4 hr","Cattle",7.3,6,"Barn acidified",3.3,4.37,0.09,0.81
"153-1980",1980,"March","Trailing hose","Winter cereal",15,"None","Pig",3.2,6,"Barn acidified",3.3,4.37,0.09,6.5
"166-1980",1980,"March","Trailing hose","None",0,"None","Pig",3.2,6,"Barn acidified",3.3,4.37,0.09,6.5
"324-1980",1980,"March","Trailing hose","None",0,"Shallow 24 hr","Pig",3.2,6,"Barn acidified",3.3,4.37,0.09,3
"325-1980",1980,"March","Trailing hose","None",0,"Shallow 12 hr","Pig",3.2,6,"Barn acidified",3.3,4.37,0.09,2.5
"326-1980",1980,"March","Trailing hose","None",0,"Shallow 6 hr","Pig",3.2,6,"Barn acidified",3.3,4.37,0.09,2.1
"327-1980",1980,"March","Trailing hose","None",0,"Shallow 4 hr","Pig",3.2,6,"Barn acidified",3.3,4.37,0.09,2
"145-1980",1980,"March","Trailing hose","None",0,"Deep 24 hr","Pig",3.2,6,"Barn acidified",3.3,4.37,0.09,2
"146-1980",1980,"March","Trailing hose","None",0,"Deep 12 hr","Pig",3.2,6,"Barn acidified",3.3,4.37,0.09,1.2
"147-1980",1980,"March","Trailing hose","None",0,"Deep 6 hr","Pig",3.2,6,"Barn acidified",3.3,4.37,0.09,0.78
"148-1980",1980,"March","Trailing hose","None",0,"Deep 4 hr","Pig",3.2,6,"Barn acidified",3.3,4.37,0.09,0.62
"121-1980",1980,"April","Trailing hose","Winter cereal",25,"None","Cattle",7.3,6,"Barn acidified",6.8,3.79,0.09,11
"134-1980",1980,"April","Trailing hose","None",0,"None","Cattle",7.3,6,"Barn acidified",6.8,3.79,0.09,11
"308-1980",1980,"April","Trailing hose","None",0,"Shallow 24 hr","Cattle",7.3,6,"Barn acidified",6.8,3.79,0.09,5.4
"309-1980",1980,"April","Trailing hose","None",0,"Shallow 12 hr","Cattle",7.3,6,"Barn acidified",6.8,3.79,0.09,4.3
"310-1980",1980,"April","Trailing hose","None",0,"Shallow 6 hr","Cattle",7.3,6,"Barn acidified",6.8,3.79,0.09,3.7
"311-1980",1980,"April","Trailing hose","None",0,"Shallow 4 hr","Cattle",7.3,6,"Barn acidified",6.8,3.79,0.09,3.5
"116-1980",1980,"April","Trailing hose","None",0,"Deep 24 hr","Cattle",7.3,6,"Barn acidified",6.8,3.79,0.09,3.6
"117-1980",1980,"April","Trailing hose","None",0,"Deep 12 hr","Cattle",7.3,6,"Barn acidified",6.8,3.79,0.09,2.2
"118-1980",1980,"April","Trailing hose","None",0,"Deep 6 hr","Cattle",7.3,6,"Barn acidified",6.8,3.79,0.09,1.3
"119-1980",1980,"April","Trailing hose","None",0,"Deep 4 hr","Cattle",7.3,6,"Barn acidified",6.8,3.79,0.09,1
"154-1980",1980,"April","Trailing hose","Winter cereal",25,"None","Pig",3.2,6,"Barn acidified",6.8,3.79,0.09,7.1
"167-1980",1980,"April","Trailing hose","None",0,"None","Pig",3.2,6,"Barn acidified",6.8,3.79,0.09,7.1
"328-1980",1980,"April","Trailing hose","None",0,"Shallow 24 hr","Pig",3.2,6,"Barn acidified",6.8,3.79,0.09,3.5
"329-1980",1980,"April","Trailing hose","None",0,"Shallow 12 hr","Pig",3.2,6,"Barn acidified",6.8,3.79,0.09,2.9
"330-1980",1980,"April","Trailing hose","None",0,"Shallow 6 hr","Pig",3.2,6,"Barn acidified",6.8,3.79,0.09,2.4
"331-1980",1980,"April","Trailing hose","None",0,"Shallow 4 hr","Pig",3.2,6,"Barn acidified",6.8,3.79,0.09,2.3
"149-1980",1980,"April","Trailing hose","None",0,"Deep 24 hr","Pig",3.2,6,"Barn acidified",6.8,3.79,0.09,2.4
"150-1980",1980,"April","Trailing hose","None",0,"Deep 12 hr","Pig",3.2,6,"Barn acidified",6.8,3.79,0.09,1.5
"151-1980",1980,"April","Trailing hose","None",0,"Deep 6 hr","Pig",3.2,6,"Barn acidified",6.8,3.79,0.09,0.96
"152-1980",1980,"April","Trailing hose","None",0,"Deep 4 hr","Pig",3.2,6,"Barn acidified",6.8,3.79,0.09,0.75
"122-1980",1980,"May","Trailing hose","Spring cereal",15,"None","Cattle",7.3,6,"Barn acidified",12,3.68,0.09,17
"155-1980",1980,"May","Trailing hose","Spring cereal",15,"None","Pig",3.2,6,"Barn acidified",12,3.68,0.09,8.4
"140-1980",1980,"Spring-summer","Broadcast","Cereal and grass",15,"None","Cattle",7.3,6,"Barn acidified",13.1,3.4,0.09,41
"173-1980",1980,"Spring-summer","Broadcast","Cereal and grass",15,"None","Pig",3.2,6,"Barn acidified",13.1,3.4,0.09,20
"123-1980",1980,"Summer","Trailing hose","Grass",10,"None","Cattle",7.3,6,"Barn acidified",15.6,3.18,0.09,21
"135-1980",1980,"Summer","Trailing hose","None",0,"None","Cattle",7.3,6,"Barn acidified",15.6,3.18,0.09,21
"312-1980",1980,"Summer","Trailing hose","None",0,"Shallow 24 hr","Cattle",7.3,6,"Barn acidified",15.6,3.18,0.09,13
"313-1980",1980,"Summer","Trailing hose","None",0,"Shallow 12 hr","Cattle",7.3,6,"Barn acidified",15.6,3.18,0.09,10
"314-1980",1980,"Summer","Trailing hose","None",0,"Shallow 6 hr","Cattle",7.3,6,"Barn acidified",15.6,3.18,0.09,8.2
"315-1980",1980,"Summer","Trailing hose","None",0,"Shallow 4 hr","Cattle",7.3,6,"Barn acidified",15.6,3.18,0.09,7.5
"124-1980",1980,"Summer","Trailing hose","None",0,"Deep 24 hr","Cattle",7.3,6,"Barn acidified",15.6,3.18,0.09,10
"125-1980",1980,"Summer","Trailing hose","None",0,"Deep 12 hr","Cattle",7.3,6,"Barn acidified",15.6,3.18,0.09,6.2
"126-1980",1980,"Summer","Trailing hose","None",0,"Deep 6 hr","Cattle",7.3,6,"Barn acidified",15.6,3.18,0.09,3.7
"127-1980",1980,"Summer","Trailing hose","None",0,"Deep 4 hr","Cattle",7.3,6,"Barn acidified",15.6,3.18,0.09,2.7
"156-1980",1980,"Summer","Trailing hose","Grass",10,"None","Pig",3.2,6,"Barn acidified",15.6,3.18,0.09,9
"168-1980",1980,"Summer","Trailing hose","None",0,"None","Pig",3.2,6,"Barn acidified",15.6,3.18,0.09,9
"332-1980",1980,"Summer","Trailing hose","None",0,"Shallow 24 hr","Pig",3.2,6,"Barn acidified",15.6,3.18,0.09,5.8
"333-1980",1980,"Summer","Trailing hose","None",0,"Shallow 12 hr","Pig",3.2,6,"Barn acidified",15.6,3.18,0.09,4.7
"334-1980",1980,"Summer","Trailing hose","None",0,"Shallow 6 hr","Pig",3.2,6,"Barn acidified",15.6,3.18,0.09,3.8
"335-1980",1980,"Summer","Trailing hose","None",0,"Shallow 4 hr","Pig",3.2,6,"Barn acidified",15.6,3.18,0.09,3.4
"157-1980",1980,"Summer","Trailing hose","None",0,"Deep 24 hr","Pig",3.2,6,"Barn acidified",15.6,3.18,0.09,4.8
"158-1980",1980,"Summer","Trailing hose","None",0,"Deep 12 hr","Pig",3.2,6,"Barn acidified",15.6,3.18,0.09,3.4
"159-1980",1980,"Summer","Trailing hose","None",0,"Deep 6 hr","Pig",3.2,6,"Barn acidified",15.6,3.18,0.09,2.1
"160-1980",1980,"Summer","Trailing hose","None",0,"Deep 4 hr","Pig",3.2,6,"Barn acidified",15.6,3.18,0.09,1.6
"141-1980",1980,"Late summer-autumn","Broadcast","Grass",10,"None","Cattle",7.3,6,"Barn acidified",15.2,3.41,0.09,43
"144-1980",1980,"Late summer-autumn","Broadcast","None",0,"None","Cattle",7.3,6,"Barn acidified",15.2,3.41,0.09,43
"322-1980",1980,"Late summer-autumn","Broadcast","None",0,"Shallow < 12 hr","Cattle",7.3,6,"Barn acidified",15.2,3.41,0.09,30
"323-1980",1980,"Late summer-autumn","Broadcast","None",0,"Shallow > 12 hr","Cattle",7.3,6,"Barn acidified",15.2,3.41,0.09,30
"142-1980",1980,"Late summer-autumn","Broadcast","None",0,"Deep < 12 hr","Cattle",7.3,6,"Barn acidified",15.2,3.41,0.09,25
"143-1980",1980,"Late summer-autumn","Broadcast","None",0,"Deep > 12 hr","Cattle",7.3,6,"Barn acidified",15.2,3.41,0.09,25
"174-1980",1980,"Late summer-autumn","Broadcast","Grass",10,"None","Pig",3.2,6,"Barn acidified",15.2,3.41,0.09,20
"177-1980",1980,"Late summer-autumn","Broadcast","None",0,"None","Pig",3.2,6,"Barn acidified",15.2,3.41,0.09,20
"342-1980",1980,"Late summer-autumn","Broadcast","None",0,"Shallow < 12 hr","Pig",3.2,6,"Barn acidified",15.2,3.41,0.09,11
"343-1980",1980,"Late summer-autumn","Broadcast","None",0,"Shallow > 12 hr","Pig",3.2,6,"Barn acidified",15.2,3.41,0.09,11
"175-1980",1980,"Late summer-autumn","Broadcast","None",0,"Deep < 12 hr","Pig",3.2,6,"Barn acidified",15.2,3.41,0.09,8
"176-1980",1980,"Late summer-autumn","Broadcast","None",0,"Deep > 12 hr","Pig",3.2,6,"Barn acidified",15.2,3.41,0.09,8
"128-1980",1980,"Autumn","Trailing hose","Grass",15,"None","Cattle",7.3,6,"Barn acidified",13.6,3.45,0.09,19
"136-1980",1980,"Autumn","Trailing hose","None",0,"None","Cattle",7.3,6,"Barn acidified",13.6,3.45,0.09,19
"316-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 24 hr","Cattle",7.3,6,"Barn acidified",13.6,3.45,0.09,11
"317-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 12 hr","Cattle",7.3,6,"Barn acidified",13.6,3.45,0.09,8.6
"318-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 6 hr","Cattle",7.3,6,"Barn acidified",13.6,3.45,0.09,7.1
"319-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 4 hr","Cattle",7.3,6,"Barn acidified",13.6,3.45,0.09,6.5
"129-1980",1980,"Autumn","Trailing hose","None",0,"Deep 24 hr","Cattle",7.3,6,"Barn acidified",13.6,3.45,0.09,8.3
"130-1980",1980,"Autumn","Trailing hose","None",0,"Deep 12 hr","Cattle",7.3,6,"Barn acidified",13.6,3.45,0.09,5.1
"131-1980",1980,"Autumn","Trailing hose","None",0,"Deep 6 hr","Cattle",7.3,6,"Barn acidified",13.6,3.45,0.09,3
"132-1980",1980,"Autumn","Trailing hose","None",0,"Deep 4 hr","Cattle",7.3,6,"Barn acidified",13.6,3.45,0.09,2.3
"161-1980",1980,"Autumn","Trailing hose","Grass",15,"None","Pig",3.2,6,"Barn acidified",13.6,3.45,0.09,8.7
