"id","ct","dt","f0","r1","r2","r3","f4","f","s","j","e","e.int","er"
"039-2010",168,168,6.30980052359422e-05,0.057239236845613,0.017229651049408,0.00010807209620533,1,2.32624728513574e-08,98.1960111233589,0.0107380288891586,1.80398885337864,1.80398885337864,0.0180398885337864
"003-2010",168,168,0.104390761573965,0.0323016844567473,0.017229651049408,0.000449353106180681,1,0.00253970263620367,86.4459180706231,0.0806639418258378,13.5515422267407,13.5515422267407,0.135515422267407
"024-2010",168,168,0.322934597685581,0.104061143883145,0.017229651049408,2.43720537971e-05,0.0242462202753116,1.10714261475114e-09,88.4585852716838,0.0686988971857684,11.5414147272091,11.5414147272091,0.115414147272091
"111-2010",168,168,0.214189078638282,3.88236107067748,0.017229651049408,0.0026811882442795,1,6.47014964408922e-284,50.1438510651912,0.296762791278624,49.8561489348088,49.8561489348088,0.498561489348088
"169-2010",168,168,0.0853726863762241,0.0386727888829688,0.017229651049408,0.000259769254572533,1,0.000712187895170346,90.0874719925417,0.0589989036878761,9.91181581956318,9.91181581956318,0.0991181581956318
