"decade","app.timing","app.mthd","crop.status","incorp.timing","man.trt","man.source","id","incorp","man.descrip.d.x","man.type.d","app.mthd.d.x","crop.status.d","app.timing.d.x","incorp.timing.d","notes.inputs","man.dm","man.ph","man.tn","man.tan","man.descrip.d.y","man.source.d","man.source.pig","t.incorp","incorp.deep","incorp.shallow","crop","crop.hght","crop.notes","grass.hght","cereal.hght","app.mthd.d.y","app.timing.d.y","bsth.cereal.hght","month.start","month.end","app.timing.d","date.notes","air.temp","wind.2m","app.mthd.bc","app.mthd.os","app.rate","tan.app","app.rate.nos","ct","rain.rate","rain.cum","id1","emis","EF","emis.def","EF.def","man.trt.nm","incorp.nm","EFp"
2010,"Summer, before winter rapeseed","Open slot injection","-","None","None","Pig","0043-2010","None","Ikke behandlet gylle","Svin","Nedfælder","-","Sommer, før vinterraps",NA,NA,3.9,7.6,4.5,3.3,"Ikke behandlet gylle","Svin",1,NA,FALSE,FALSE,"None",0,NA,NA,0,NA,NA,0,7,8,"Sommer, før vinterraps",NA,16.65,2.7,0,1,30,99,0,168,0.074,12.21,43,15.1,0.153,15.3,0.155,"No treatment","No incorp.",15.3
2010,"Autumn","Open slot injection","-","None","None","Pig","0045-2010","None","Ikke behandlet gylle","Svin","Nedfælder","-","Efterår",NA,NA,3.9,7.6,4.5,3.3,"Ikke behandlet gylle","Svin",1,NA,FALSE,FALSE,"None",0,NA,NA,0,NA,NA,0,9,9,"Efterår","Tavs:  it’s not allowed to apply liquid animal manure to soil after 1/10",13.7,3,0,1,30,99,0,168,0.074,12.21,45,14.2,0.144,13.8,0.14,"No treatment","No incorp.",14.4
2010,"March","Trailing hose","-","4.0","None","Pig","0049-2010","Shallow","Ikke behandlet gylle","Svin","Slæbeslanger","-","Marts","4.0",NA,3.9,7.6,4.5,3.3,"Ikke behandlet gylle","Svin",1,4,FALSE,TRUE,"None",0,NA,NA,0,NA,NA,0,3,3,"Marts",NA,4,3.5,0,0,30,99,30,168,0.074,12.21,49,7.36,0.0743,13.2,0.134,"No treatment","Shallow incorp.",7.43
2010,"April","Trailing hose","-","4.0","None","Pig","0053-2010","Shallow","Ikke behandlet gylle","Svin","Slæbeslanger","-","April","4.0",NA,3.9,7.6,4.5,3.3,"Ikke behandlet gylle","Svin",1,4,FALSE,TRUE,"None",0,NA,NA,0,NA,NA,0,4,4,"April",NA,7.6,3.4,0,0,30,99,30,168,0.074,12.21,53,8.84,0.0892,15.6,0.157,"No treatment","Shallow incorp.",8.92
2010,"Summer","Trailing hose","-","4.0","None","Pig","0061-2010","Shallow","Ikke behandlet gylle","Svin","Slæbeslanger","-","Sommer","4.0",NA,3.9,7.6,4.5,3.3,"Ikke behandlet gylle","Svin",1,4,FALSE,TRUE,"None",0,NA,NA,0,NA,NA,0,6,8,"Sommer",NA,15.9666666666667,2.76666666666667,0,0,30,99,30,168,0.074,12.21,61,13.2,0.133,22.2,0.225,"No treatment","Shallow incorp.",13.3
2010,"Autumn","Trailing hose","-","4.0","None","Pig","0066-2010","Shallow","Ikke behandlet gylle","Svin","Slæbeslanger","-","Efterår","4.0",NA,3.9,7.6,4.5,3.3,"Ikke behandlet gylle","Svin",1,4,FALSE,TRUE,"None",0,NA,NA,0,NA,NA,0,9,9,"Efterår","Tavs:  it’s not allowed to apply liquid animal manure to soil after 1/10",13.7,3,0,0,30,99,30,168,0.074,12.21,66,12,0.121,20.3,0.205,"No treatment","Shallow incorp.",12.1
2010,"March","Open slot injection","-","None","None","Digestate","0075-2010","None","Ikke behandlet gylle","Bioforgasset","Nedfælder","-","Marts",NA,NA,5.1,7.9,5.2,3,"Ikke behandlet gylle","Bioforgasset",0,NA,FALSE,FALSE,"None",0,NA,NA,0,NA,NA,0,3,3,"Marts",NA,4,3.5,0,1,30,90,0,168,0.074,12.21,75,13.2,0.147,11,0.122,"No treatment","No incorp.",14.7
2010,"April","Open slot injection","-","None","None","Digestate","0076-2010","None","Ikke behandlet gylle","Bioforgasset","Nedfælder","-","April",NA,NA,5.1,7.9,5.2,3,"Ikke behandlet gylle","Bioforgasset",0,NA,FALSE,FALSE,"None",0,NA,NA,0,NA,NA,0,4,4,"April",NA,7.6,3.4,0,1,30,90,0,168,0.074,12.21,76,14.8,0.164,12.8,0.142,"No treatment","No incorp.",16.4
2010,"Summer, before winter rapeseed","Open slot injection","-","None","None","Digestate","0080-2010","None","Ikke behandlet gylle","Bioforgasset","Nedfælder","-","Sommer, før vinterraps",NA,NA,5.1,7.9,5.2,3,"Ikke behandlet gylle","Bioforgasset",0,NA,FALSE,FALSE,"None",0,NA,NA,0,NA,NA,0,7,8,"Sommer, før vinterraps",NA,16.65,2.7,0,1,30,90,0,168,0.074,12.21,80,18.4,0.204,17.9,0.199,"No treatment","No incorp.",20.4
2010,"Autumn","Open slot injection","-","None","None","Digestate","0082-2010","None","Ikke behandlet gylle","Bioforgasset","Nedfælder","-","Efterår",NA,NA,5.1,7.9,5.2,3,"Ikke behandlet gylle","Bioforgasset",0,NA,FALSE,FALSE,"None",0,NA,NA,0,NA,NA,0,9,9,"Efterår","Tavs:  it’s not allowed to apply liquid animal manure to soil after 1/10",13.7,3,0,1,30,90,0,168,0.074,12.21,82,17.3,0.192,16.2,0.18,"No treatment","No incorp.",19.2
2010,"March","Trailing hose","-","4.0","None","Digestate","0086-2010","Shallow","Ikke behandlet gylle","Bioforgasset","Slæbeslanger","-","Marts","4.0",NA,5.1,7.9,5.2,3,"Ikke behandlet gylle","Bioforgasset",0,4,FALSE,TRUE,"None",0,NA,NA,0,NA,NA,0,3,3,"Marts",NA,4,3.5,0,0,30,90,30,168,0.074,12.21,86,9.95,0.111,15.5,0.172,"No treatment","Shallow incorp.",11.1
2010,"April","Trailing hose","-","4.0","None","Digestate","0090-2010","Shallow","Ikke behandlet gylle","Bioforgasset","Slæbeslanger","-","April","4.0",NA,5.1,7.9,5.2,3,"Ikke behandlet gylle","Bioforgasset",0,4,FALSE,TRUE,"None",0,NA,NA,0,NA,NA,0,4,4,"April",NA,7.6,3.4,0,0,30,90,30,168,0.074,12.21,90,12.7,0.141,18.3,0.204,"No treatment","Shallow incorp.",14.1
2010,"Summer","Trailing hose","-","4.0","None","Digestate","0098-2010","Shallow","Ikke behandlet gylle","Bioforgasset","Slæbeslanger","-","Sommer","4.0",NA,5.1,7.9,5.2,3,"Ikke behandlet gylle","Bioforgasset",0,4,FALSE,TRUE,"None",0,NA,NA,0,NA,NA,0,6,8,"Sommer",NA,15.9666666666667,2.76666666666667,0,0,30,90,30,168,0.074,12.21,98,20.5,0.228,26.2,0.291,"No treatment","Shallow incorp.",22.8
2010,"Autumn","Trailing hose","-","4.0","None","Digestate","0103-2010","Shallow","Ikke behandlet gylle","Bioforgasset","Slæbeslanger","-","Efterår","4.0",NA,5.1,7.9,5.2,3,"Ikke behandlet gylle","Bioforgasset",0,4,FALSE,TRUE,"None",0,NA,NA,0,NA,NA,0,9,9,"Efterår","Tavs:  it’s not allowed to apply liquid animal manure to soil after 1/10",13.7,3,0,0,30,90,30,168,0.074,12.21,103,18.4,0.204,24,0.266,"No treatment","Shallow incorp.",20.4
